,Model,Intercept_CO2,TIME_CO2,TIME_CO2_pvalue,Intercept_CH4,TIME_CH4,TIME_CH4_pvalue,Date,TimeLog,JarID,Time,T.Air,A.Pressure,Volume,Area,STAGE_1,STAGE_2,STAGE_3,PRE_WET,two_min,one_hour,four_hour,eight_hour,tweny_four_hour
191,23-July-2024 (Day 8)/TG10-01136-2024-07-23T160300_31,-69918.67365,1.222900886,3.14015703110569e-66,1304.971819,0.011334904,2.04633886887929e-36,7/23/24,160300,31,16H 3M 0S,31.79,767.8,160,27.8,NA,35-20,NA,NA,NA,NA,NA,NA,NA
192,23-July-2024 (Day 8)/TG10-01136-2024-07-23T160700_32,-48769.31541,0.85402058,1.93681050257551e-72,1661.959356,0.004973383,4.53112272451568e-32,7/23/24,160700,32,16H 7M 0S,31.79,767.8,160,27.8,NA,35-20,NA,NA,NA,NA,NA,NA,NA
193,23-July-2024 (Day 8)/TG10-01136-2024-07-23T161100_33,-37855.99289,0.662345432,6.8857104226305e-76,1558.84532,0.006773952,1.15903097264374e-28,7/23/24,161100,33,16H 11M 0S,31.79,767.8,160,27.8,NA,35-20,NA,NA,NA,NA,NA,NA,NA
194,23-July-2024 (Day 8)/TG10-01136-2024-07-23T161500_34,-29117.02577,0.509992694,4.95029485478078e-77,1606.937283,0.005896617,1.21586652463311e-32,7/23/24,161500,34,16H 15M 0S,31.79,767.8,160,27.8,NA,35-20,NA,NA,NA,NA,NA,NA,NA
195,23-July-2024 (Day 8)/TG10-01136-2024-07-23T162000_35,-55853.15106,0.964763609,1.54514357185863e-65,1287.118585,0.011347064,3.84045031201722e-34,7/23/24,162000,35,16H 20M 0S,31.79,767.8,160,27.8,NA,35-20,NA,NA,NA,NA,NA,NA,NA
196,23-July-2024 (Day 8)/TG10-01136-2024-07-23T162500_36,-55654.39406,0.954140195,2.17218781847589e-66,1150.072678,0.01355818,7.40528211136023e-36,7/23/24,162500,36,16H 25M 0S,31.79,767.8,160,27.8,NA,35-20,NA,NA,NA,NA,NA,NA,NA
197,23-July-2024 (Day 8)/TG10-01136-2024-07-23T163000_84,-689.6864715,0.021016453,1.13734317857309e-34,1827.281271,0.001927163,2.71327074526342e-10,7/23/24,163000,84,16H 30M 0S,31.79,767.8,160,27.8,NA,BLANK,NA,NA,NA,NA,NA,NA,NA
198,23-July-2024 (Day 8)/TG10-01136-2024-07-23T163700_85,-324.5636105,0.015668837,1.00448073797265e-23,1838.052763,0.00179092,1.48908407411883e-08,7/23/24,163700,85,16H 37M 0S,31.79,767.8,160,27.8,NA,BLANK,NA,NA,NA,NA,NA,NA,NA
199,25-July-2024 (Day 10)/TG10-01136-2024-07-25T140900_01,-22708.42061,0.457629431,7.56645322647652e-135,1688.74255,0.005435875,2.21398830600238e-29,7/25/24,140900,01,14H 9M 0S,31.41,767.3,160,27.8,NA,NA,25-90-25,NA,NA,NA,NA,NA,NA
200,25-July-2024 (Day 10)/TG10-01136-2024-07-25T141200_02,-29095.98233,0.580865303,5.13018771186594e-152,1948.745482,0.000179069,0.556428638,7/25/24,141200,02,14H 12M 0S,31.41,767.3,160,27.8,NA,NA,25-90-25,NA,NA,NA,NA,NA,NA
201,25-July-2024 (Day 10)/TG10-01136-2024-07-25T141500_03,-34563.23232,0.686672356,6.24574762120638e-149,1995.756999,-0.000787553,0.011162027,7/25/24,141500,03,14H 15M 0S,31.41,767.3,160,27.8,NA,NA,25-90-25,NA,NA,NA,NA,NA,NA
202,25-July-2024 (Day 10)/TG10-01136-2024-07-25T141800_07,-79495.33914,1.557255197,1.57358941856245e-116,-226.5642636,0.042521239,5.44747609595933e-71,7/25/24,141800,07,14H 18M 0S,31.41,767.3,160,27.8,NA,NA,25-50-25,NA,NA,NA,NA,NA,NA
203,25-July-2024 (Day 10)/TG10-01136-2024-07-25T142100_09,-83542.88892,1.628546182,2.93410434825944e-118,-1271.689003,0.062484362,2.0393129012458e-72,7/25/24,142100,09,14H 21M 0S,31.41,767.3,160,27.8,NA,NA,25-50-25,NA,NA,NA,NA,NA,NA
204,25-July-2024 (Day 10)/TG10-01136-2024-07-25T143100_check_03,-36051.19635,0.701469933,5.40806547095453e-78,723.0859331,0.023726535,5.2051037796007e-35,7/25/24,143100,ch03,14H 31M 0S,31.41,767.3,160,27.8,NA,NA,25-90-25,NA,NA,NA,NA,NA,NA
205,25-July-2024 (Day 10)/TG10-01136-2024-07-25T143500_08,-104820.9376,2.009600718,4.73139392719526e-112,-938.0674941,0.055172906,7.93821080745568e-68,7/25/24,143500,08,14H 35M 0S,31.41,767.3,160,27.8,NA,NA,25-50-25,NA,NA,NA,NA,NA,NA
206,25-July-2024 (Day 10)/TG10-01136-2024-07-25T144500_10,-147867.6735,2.797256872,3.74775462535603e-113,-1210.050061,0.059697576,3.40363449982892e-69,7/25/24,144500,10,14H 45M 0S,31.41,767.3,160,27.8,NA,NA,25-20-30,NA,NA,NA,NA,NA,NA
207,25-July-2024 (Day 10)/TG10-01136-2024-07-25T144900_11,-121538.7354,2.292768195,1.50229201952733e-109,-1025.843193,0.056060254,8.9022492383151e-65,7/25/24,144900,11,14H 49M 0S,31.41,767.3,160,27.8,NA,NA,25-20-30,NA,NA,NA,NA,NA,NA
208,25-July-2024 (Day 10)/TG10-01136-2024-07-25T145200_34,-45746.8283,0.867421164,2.51211165203694e-73,1181.675161,0.014685498,2.74891051071188e-32,7/25/24,145200,34,14H 52M 0S,31.41,767.3,160,27.8,NA,NA,35-20-30,NA,NA,NA,NA,NA,NA
209,25-July-2024 (Day 10)/TG10-01136-2024-07-25T150300_13,-30433.55946,0.574039628,1.33762599434607e-75,1733.352849,0.004650481,1.13316382698239e-17,7/25/24,150300,13,15H 3M 0S,31.41,767.3,160,27.8,NA,NA,25-20-25,NA,NA,NA,NA,NA,NA
210,25-July-2024 (Day 10)/TG10-01136-2024-07-25T150600_14,-17468.11055,0.333152442,2.13809991228746e-101,2040.986227,-0.001424158,0.000110306,7/25/24,150600,14,15H 6M 0S,31.41,767.3,160,27.8,NA,NA,25-20-25,NA,NA,NA,NA,NA,NA
211,25-July-2024 (Day 10)/TG10-01136-2024-07-25T150900_15,-23749.38169,0.447478661,1.41777226274263e-87,1896.42058,0.001283487,0.000285693,7/25/24,150900,15,15H 9M 0S,31.41,767.3,160,27.8,NA,NA,25-20-25,NA,NA,NA,NA,NA,NA
212,25-July-2024 (Day 10)/TG10-01136-2024-07-25T151200_22,-54013.25717,0.999570559,3.21512717911888e-131,1357.851594,0.011117768,1.78068700453641e-56,7/25/24,151200,22,15H 12M 0S,31.41,767.3,160,27.8,NA,NA,35-90-30,NA,NA,NA,NA,NA,NA
213,25-July-2024 (Day 10)/TG10-01136-2024-07-25T151600_06,-37506.07143,0.693157273,1.2244971282287e-141,2343.528696,-0.007095839,4.47633567744103e-38,7/25/24,151600,06,15H 16M 0S,31.41,767.3,160,27.8,NA,NA,25-90-30,NA,NA,NA,NA,NA,NA
214,25-July-2024 (Day 10)/TG10-01136-2024-07-25T151900_05,-29406.65517,0.543910456,5.71357513427e-171,2767.817528,-0.014722177,3.48397014046007e-80,7/25/24,151900,05,15H 19M 0S,31.41,767.3,160,27.8,NA,NA,25-90-30,NA,NA,NA,NA,NA,NA
215,25-July-2024 (Day 10)/TG10-01136-2024-07-25T152500_04,-27746.41301,0.510909276,1.02243126167525e-111,1991.280288,-0.00066076,0.029641933,7/25/24,152500,04,15H 25M 0S,31.41,767.3,160,27.8,NA,NA,25-90-30,NA,NA,NA,NA,NA,NA
216,25-July-2024 (Day 10)/TG10-01136-2024-07-25T152900_30,-85053.22048,1.53753755,5.77935389422432e-109,-1620.646573,0.064292729,6.1056295964785e-62,7/25/24,152900,30,15H 29M 0S,31.41,767.3,160,27.8,NA,NA,35-50-30,NA,NA,NA,NA,NA,NA
217,25-July-2024 (Day 10)/TG10-01136-2024-07-25T153200_36,-42608.12029,0.775297005,2.34030850090197e-80,1231.011404,0.013204702,5.44495899068138e-36,7/25/24,153200,36,15H 32M 0S,31.41,767.3,160,27.8,NA,NA,35-20-30,NA,NA,NA,NA,NA,NA
218,25-July-2024 (Day 10)/TG10-01136-2024-07-25T153500_28,-126478.8043,2.267849951,9.91419475755267e-105,-487.0407844,0.043658768,1.80013256113458e-61,7/25/24,153500,28,15H 35M 0S,31.41,767.3,160,27.8,NA,NA,35-50-30,NA,NA,NA,NA,NA,NA
219,25-July-2024 (Day 10)/TG10-01136-2024-07-25T153500_85,-126478.8043,2.267849951,9.91419475755267e-105,-487.0407844,0.043658768,1.80013256113458e-61,7/25/24,153500,85,15H 35M 0S,31.41,767.3,160,27.8,NA,NA,BLANK,NA,NA,NA,NA,NA,NA
220,25-July-2024 (Day 10)/TG10-01136-2024-07-25T153800_12,-145788.1305,2.604865852,1.69706838206353e-104,-213.4924655,0.038695827,2.5001449828575e-55,7/25/24,153800,12,15H 38M 0S,31.41,767.3,160,27.8,NA,NA,25-20-30,NA,NA,NA,NA,NA,NA
221,25-July-2024 (Day 10)/TG10-01136-2024-07-25T154100_16,-47380.00764,0.852588637,1.31614480615815e-79,1058.407477,0.016152944,3.92134182100043e-35,7/25/24,154100,16,15H 41M 0S,31.41,767.3,160,27.8,NA,NA,25-20-30,NA,NA,NA,NA,NA,NA
222,25-July-2024 (Day 10)/TG10-01136-2024-07-25T154400_17,-57226.54828,1.02325334,3.1959846624885e-73,979.9491528,0.017439537,5.91990862013736e-31,7/25/24,154400,17,15H 44M 0S,31.41,767.3,160,27.8,NA,NA,25-20-30,NA,NA,NA,NA,NA,NA
223,25-July-2024 (Day 10)/TG10-01136-2024-07-25T154700_29,-115152.8769,2.038756074,1.78682500355476e-114,-2123.595094,0.071949865,9.58103040338119e-73,7/25/24,154700,29,15H 47M 0S,31.41,767.3,160,27.8,NA,NA,35-50-30,NA,NA,NA,NA,NA,NA
224,25-July-2024 (Day 10)/TG10-01136-2024-07-25T155300_23,-68480.57876,1.208881297,6.70841726294019e-131,1240.60711,0.012550451,5.96820007796491e-72,7/25/24,155300,23,15H 53M 0S,31.41,767.3,160,27.8,NA,NA,35-90-30,NA,NA,NA,NA,NA,NA
225,25-July-2024 (Day 10)/TG10-01136-2024-07-25T155700_24,-54122.00466,0.954083861,3.36242870337185e-141,-23321.65243,0.440289603,1.50874045658785e-195,7/25/24,155700,24,15H 57M 0S,31.41,767.3,160,27.8,NA,NA,35-90-30,NA,NA,NA,NA,NA,NA
226,25-July-2024 (Day 10)/TG10-01136-2024-07-25T160100_31,-76340.85496,1.335909785,3.53986787210077e-77,137.945103,0.031807376,1.48899059804159e-36,7/25/24,160100,31,16H 1M 0S,31.41,767.3,160,27.8,NA,NA,35-50-35,NA,NA,NA,NA,NA,NA
227,25-July-2024 (Day 10)/TG10-01136-2024-07-25T160400_25,-213855.4587,3.710238106,2.25097884085365e-92,240.7815292,0.029766705,5.58935775741112e-45,7/25/24,160400,25,16H 4M 0S,31.41,767.3,160,27.8,NA,NA,35-50-35,NA,NA,NA,NA,NA,NA
228,25-July-2024 (Day 10)/TG10-01136-2024-07-25T160700_20,-75732.32416,1.317200092,1.07169434302862e-134,-3751.306082,0.098496601,6.71051004342647e-82,7/25/24,160700,20,16H 7M 0S,31.41,767.3,160,27.8,NA,NA,35-90-35,NA,NA,NA,NA,NA,NA
229,25-July-2024 (Day 10)/TG10-01136-2024-07-25T161100_19,-88317.62515,1.528258554,1.51906206253613e-159,-21916.35156,0.410432554,3.47566804633167e-173,7/25/24,161100,19,16H 11M 0S,31.41,767.3,160,27.8,NA,NA,35-90-35,NA,NA,NA,NA,NA,NA
230,25-July-2024 (Day 10)/TG10-01136-2024-07-25T161600_33,-67304.96053,1.162257067,1.79130894767738e-74,1765.641712,0.004072255,2.57726908809344e-21,7/25/24,161600,33,16H 16M 0S,31.41,767.3,160,27.8,NA,NA,35-20-35,NA,NA,NA,NA,NA,NA
231,25-July-2024 (Day 10)/TG10-01136-2024-07-25T161900_84,-1051.576263,0.027190658,1.86789089093507e-35,1840.510099,0.002239864,5.15316805794038e-15,7/25/24,161900,84,16H 19M 0S,31.41,767.3,160,27.8,NA,NA,BLANK,NA,NA,NA,NA,NA,NA
232,25-July-2024 (Day 10)/TG10-01136-2024-07-25T162200_82,-761.7448383,0.021939257,1.40611610277341e-30,1835.734817,0.002155601,3.36010884350902e-12,7/25/24,162200,82,16H 22M 0S,31.41,767.3,160,27.8,NA,NA,BLANK,NA,NA,NA,NA,NA,NA
233,25-July-2024 (Day 10)/TG10-01136-2024-07-25T162500_26,-130821.9457,2.224370678,1.72029645446069e-113,-472.9225295,0.041194748,3.7802376223267e-67,7/25/24,162500,26,16H 25M 0S,31.41,767.3,160,27.8,NA,NA,35-50-35,NA,NA,NA,NA,NA,NA
234,25-July-2024 (Day 10)/TG10-01136-2024-07-25T162900_21,-105927.4634,1.797833101,2.50138757760945e-137,1263.609158,0.011701865,8.45130985915121e-80,7/25/24,162900,21,16H 29M 0S,31.41,767.3,160,27.8,NA,NA,35-90-35,NA,NA,NA,NA,NA,NA
235,25-July-2024 (Day 10)/TG10-01136-2024-07-25T163200_83,-940.6527949,0.025553854,2.9449560075806e-39,1783.990996,0.002864177,1.23471494065231e-17,7/25/24,163200,83,16H 32M 0S,31.41,767.3,160,27.8,NA,NA,BLANK,NA,NA,NA,NA,NA,NA
236,25-July-2024 (Day 10)/TG10-01136-2024-07-25T163900_32,-94674.51826,1.592239149,5.03636398429759e-67,1304.417042,0.010941003,9.09529280811534e-28,7/25/24,163900,32,16H 39M 0S,31.41,767.3,160,27.8,NA,NA,35-20-35,NA,NA,NA,NA,NA,NA
237,26-July-2024 (Day 11)/TG10-01136-2024-07-26T090100_01,-10067.1094,0.327880301,2.98767390007119e-145,1944.740594,0.001037258,0.002305965,7/26/24,090100,01,9H 1M 0S,31.17,766.5,160,27.8,NA,NA,25-90-25,NA,NA,NA,NA,NA,NA
238,26-July-2024 (Day 11)/TG10-01136-2024-07-26T090600_02,-13164.72196,0.420866766,1.65725591071414e-150,2124.202375,-0.004463826,2.51557752730636e-18,7/26/24,090600,02,9H 6M 0S,31.17,766.5,160,27.8,NA,NA,25-90-25,NA,NA,NA,NA,NA,NA
239,26-July-2024 (Day 11)/TG10-01136-2024-07-26T090900_03,-21721.70938,0.676362997,5.61936950038163e-130,1963.240747,0.000136519,0.707652283,7/26/24,090900,03,9H 9M 0S,31.17,766.5,160,27.8,NA,NA,25-90-25,NA,NA,NA,NA,NA,NA
240,26-July-2024 (Day 11)/TG10-01136-2024-07-26T091400_07,-42993.5972,1.312358203,5.32210455385966e-116,1579.835763,0.011963216,2.11374010515617e-44,7/26/24,091400,07,9H 14M 0S,31.17,766.5,160,27.8,NA,NA,25-50-25,NA,NA,NA,NA,NA,NA
241,26-July-2024 (Day 11)/TG10-01136-2024-07-26T091700_08,-45079.3456,1.366180214,5.31248658564022e-118,1433.515888,0.016191923,5.98391137000427e-65,7/26/24,091700,08,9H 17M 0S,31.17,766.5,160,27.8,NA,NA,25-50-25,NA,NA,NA,NA,NA,NA
242,26-July-2024 (Day 11)/TG10-01136-2024-07-26T092100_09,-48784.40495,1.467200204,1.84558272853958e-119,1074.245755,0.02663262,2.59640841168391e-71,7/26/24,092100,09,9H 21M 0S,31.17,766.5,160,27.8,NA,NA,25-50-25,NA,NA,NA,NA,NA,NA
243,26-July-2024 (Day 11)/TG10-01136-2024-07-26T092400_13,-17686.33747,0.540606456,6.21824781575368e-78,1511.423845,0.013674976,4.73837681513757e-32,7/26/24,092400,13,9H 24M 0S,31.17,766.5,160,27.8,NA,NA,25-20-25,NA,NA,NA,NA,NA,NA
244,26-July-2024 (Day 11)/TG10-01136-2024-07-26T092700_14,-24670.07561,0.745230904,2.73165831469909e-78,1757.853264,0.006438017,1.50224814641416e-30,7/26/24,092700,14,9H 27M 0S,31.17,766.5,160,27.8,NA,NA,25-20-25,NA,NA,NA,NA,NA,NA
245,26-July-2024 (Day 11)/TG10-01136-2024-07-26T093000_15,-29484.85713,0.881814332,6.69207558843794e-76,1706.258738,0.007823515,8.89611418782968e-31,7/26/24,093000,15,9H 30M 0S,31.17,766.5,160,27.8,NA,NA,25-20-25,NA,NA,NA,NA,NA,NA
246,26-July-2024 (Day 11)/TG10-01136-2024-07-26T093300_04,-21434.7619,0.641121109,3.40690051965238e-105,2000.744703,-0.00097029,0.00239728,7/26/24,093300,04,9H 33M 0S,31.17,766.5,160,27.8,NA,NA,25-90-30,NA,NA,NA,NA,NA,NA
247,26-July-2024 (Day 11)/TG10-01136-2024-07-26T093600_05,-25852.54634,0.763921311,4.99334983131161e-156,2626.908927,-0.019075114,1.89921236326019e-88,7/26/24,093600,05,9H 36M 0S,31.17,766.5,160,27.8,NA,NA,25-90-30,NA,NA,NA,NA,NA,NA
248,26-July-2024 (Day 11)/TG10-01136-2024-07-26T094000_06,-22429.69938,0.660569699,6.68879732117672e-150,2405.06623,-0.012578241,6.03082224567586e-73,7/26/24,094000,06,9H 40M 0S,31.17,766.5,160,27.8,NA,NA,25-90-30,NA,NA,NA,NA,NA,NA
249,26-July-2024 (Day 11)/TG10-01136-2024-07-26T094300_35,-37239.75868,1.084664154,2.90952166944482e-73,1814.580716,0.004650702,3.40402639806305e-22,7/26/24,094300,35,9H 43M 0S,31.17,766.5,160,27.8,NA,NA,35-20-30,NA,NA,NA,NA,NA,NA
250,26-July-2024 (Day 11)/TG10-01136-2024-07-26T094600_34,-21451.05211,0.628455904,2.2304579297744e-92,1919.393084,0.00168772,2.669756657915e-13,7/26/24,094600,34,9H 46M 0S,31.17,766.5,160,27.8,NA,NA,35-20-30,NA,NA,NA,NA,NA,NA
251,26-July-2024 (Day 11)/TG10-01136-2024-07-26T094900_36,-27397.9132,0.792849634,4.09106832034755e-75,1691.381702,0.007900542,3.01029481688429e-35,7/26/24,094900,36,9H 49M 0S,31.17,766.5,160,27.8,NA,NA,35-20-30,NA,NA,NA,NA,NA,NA
252,26-July-2024 (Day 11)/TG10-01136-2024-07-26T095200_30,-47776.63564,1.363309866,4.67267526364435e-107,1356.271432,0.017635855,1.74358414160341e-58,7/26/24,095200,30,9H 52M 0S,31.17,766.5,160,27.8,NA,NA,35-50-30,NA,NA,NA,NA,NA,NA
253,26-July-2024 (Day 11)/TG10-01136-2024-07-26T095500_10,-75908.37394,2.143935005,3.32904263261112e-114,1173.254487,0.022490706,4.87931357662218e-62,7/26/24,095500,10,9H 55M 0S,31.17,766.5,160,27.8,NA,NA,25-50-30,NA,NA,NA,NA,NA,NA
254,26-July-2024 (Day 11)/TG10-01136-2024-07-26T095800_11,-60526.50854,1.70371196,1.51466077244877e-109,975.0252972,0.027778508,3.21382712058546e-60,7/26/24,095800,11,9H 58M 0S,31.17,766.5,160,27.8,NA,NA,25-50-30,NA,NA,NA,NA,NA,NA
255,26-July-2024 (Day 11)/TG10-01136-2024-07-26T100200_12,-88995.45599,2.485116767,8.29039961504324e-106,1491.224532,0.013267552,2.19640049652477e-54,7/26/24,100200,12,10H 2M 0S,31.17,766.5,160,27.8,NA,NA,25-50-30,NA,NA,NA,NA,NA,NA
256,26-July-2024 (Day 11)/TG10-01136-2024-07-26T100500_22,-17269.03421,0.492113915,2.162111336197e-142,1670.171424,0.008394361,3.25343607580606e-57,7/26/24,100500,22,10H 5M 0S,31.17,766.5,160,27.8,NA,NA,35-90-30,NA,NA,NA,NA,NA,NA
257,26-July-2024 (Day 11)/TG10-01136-2024-07-26T100800_24,-34924.89967,0.972234742,4.96825433818455e-148,-998.395285,0.081241156,6.79507693814314e-139,7/26/24,100800,24,10H 8M 0S,31.17,766.5,160,27.8,NA,NA,35-90-30,NA,NA,NA,NA,NA,NA
258,26-July-2024 (Day 11)/TG10-01136-2024-07-26T101100_82,-48.80549822,0.015667488,2.00006827685406e-20,1889.221304,0.00199887,7.97457217660866e-13,7/26/24,101100,82,10H 11M 0S,31.17,766.5,160,27.8,NA,NA,BLANK,NA,NA,NA,NA,NA,NA
259,26-July-2024 (Day 11)/TG10-01136-2024-07-26T101400_28,-113273.247,3.091584864,6.65236279737345e-38,2523.719716,-0.014797754,0.66033898,7/26/24,101400,28,10H 14M 0S,31.17,766.5,160,27.8,NA,NA,35-50-30,NA,NA,NA,NA,NA,NA
260,26-July-2024 (Day 11)/TG10-01136-2024-07-26T101700_17,-19384.45327,0.541534252,1.38703921640527e-85,1820.354491,0.004109794,1.1100103048836e-26,7/26/24,101700,17,10H 17M 0S,31.17,766.5,160,27.8,NA,NA,25-20-30,NA,NA,NA,NA,NA,NA
261,26-July-2024 (Day 11)/TG10-01136-2024-07-26T102000_16,-25489.75279,0.701233282,2.61976137260083e-77,1398.639808,0.01530938,8.84687772160581e-37,7/26/24,102000,16,10H 20M 0S,31.17,766.5,160,27.8,NA,NA,25-20-30,NA,NA,NA,NA,NA,NA
262,26-July-2024 (Day 11)/TG10-01136-2024-07-26T102300_85,-177.5140104,0.01841129,4.37010745317173e-27,1890.895329,0.001808665,6.69231633190895e-09,7/26/24,102300,85,10H 23M 0S,31.17,766.5,160,27.8,NA,NA,BLANK,NA,NA,NA,NA,NA,NA
263,26-July-2024 (Day 11)/TG10-01136-2024-07-26T102700_29,-71065.73891,1.907405461,1.46734846170017e-110,834.3470296,0.030352058,1.78874031608844e-67,7/26/24,102700,29,10H 27M 0S,31.17,766.5,160,27.8,NA,NA,35-50-30,NA,NA,NA,NA,NA,NA
264,26-July-2024 (Day 11)/TG10-01136-2024-07-26T103000_18,-25082.89098,0.680190611,4.2160666235729e-80,1695.585628,0.007323847,1.39040722984686e-34,7/26/24,103000,18,10H 30M 0S,31.17,766.5,160,27.8,NA,NA,25-20-30,NA,NA,NA,NA,NA,NA
265,26-July-2024 (Day 11)/TG10-01136-2024-07-26T103400_83,-347.6197648,0.024223339,1.02453770821274e-37,1818.735704,0.003895764,1.10448214900977e-24,7/26/24,103400,83,10H 34M 0S,31.17,766.5,160,27.8,NA,NA,BLANK,NA,NA,NA,NA,NA,NA
266,26-July-2024 (Day 11)/TG10-01136-2024-07-26T104000_20,-54894.73536,1.445919695,1.14373786424494e-127,1384.824355,0.015299236,8.87230027247608e-85,7/26/24,104000,20,10H 40M 0S,31.17,766.5,160,27.8,NA,NA,35-90-35,NA,NA,NA,NA,NA,NA
267,26-July-2024 (Day 11)/TG10-01136-2024-07-26T104300_25,-148209.8789,3.856468474,4.15492036404397e-91,1235.895939,0.01899203,1.28071869347489e-45,7/26/24,104300,25,10H 43M 0S,31.17,766.5,160,27.8,NA,NA,35-50-35,NA,NA,NA,NA,NA,NA
268,26-July-2024 (Day 11)/TG10-01136-2024-07-26T104900_23,-36950.47644,0.963911391,5.21051379379753e-114,15775.40667,-0.353297987,1.44273469416244e-36,7/26/24,104900,23,10H 49M 0S,31.17,766.5,160,27.8,NA,NA,35-90-30,NA,NA,NA,NA,NA,NA
269,26-July-2024 (Day 11)/TG10-01136-2024-07-26T105300_26,-99192.70461,2.548255537,9.92958300919582e-111,809.1354178,0.029689182,3.04573419834497e-69,7/26/24,105300,26,10H 53M 0S,31.17,766.5,160,27.8,NA,NA,35-50-35,NA,NA,NA,NA,NA,NA
270,26-July-2024 (Day 11)/TG10-01136-2024-07-26T105700_31,-41877.41568,1.079785326,4.49802939988121e-72,1445.072897,0.013291345,1.75090722997117e-33,7/26/24,105700,31,10H 57M 0S,31.17,766.5,160,27.8,NA,NA,35-20-35,NA,NA,NA,NA,NA,NA
271,26-July-2024 (Day 11)/TG10-01136-2024-07-26T110100_32,-40379.40957,1.03543881,1.28367494775482e-72,1583.141033,0.009826747,4.08080018499093e-42,7/26/24,110100,32,11H 1M 0S,31.17,766.5,160,27.8,NA,NA,35-20-35,NA,NA,NA,NA,NA,NA
272,26-July-2024 (Day 11)/TG10-01136-2024-07-26T110400_21,-67620.98685,1.711319115,1.6228985379521e-140,1183.959956,0.01961308,1.18144488369508e-94,7/26/24,110400,21,11H 4M 0S,31.17,766.5,160,27.8,NA,NA,35-90-35,NA,NA,NA,NA,NA,NA
273,26-July-2024 (Day 11)/TG10-01136-2024-07-26T110700_19,-47420.80224,1.19874745,2.0652292402954e-155,-24390.02875,0.658265124,4.65665945923612e-251,7/26/24,110700,19,11H 7M 0S,31.17,766.5,160,27.8,NA,NA,35-90-35,NA,NA,NA,NA,NA,NA
274,26-July-2024 (Day 11)/TG10-01136-2024-07-26T111100_27,-95878.68005,2.399336497,2.00142585991008e-104,1149.733654,0.020644734,9.07781325306333e-54,7/26/24,111100,27,11H 11M 0S,31.17,766.5,160,27.8,NA,NA,35-50-35,NA,NA,NA,NA,NA,NA
275,26-July-2024 (Day 11)/TG10-01136-2024-07-26T111400_84,514.1113671,0.000397041,0.890693448,6924.36756,-0.122352381,9.36544592130439e-42,7/26/24,111400,84,11H 14M 0S,31.17,766.5,160,27.8,NA,NA,BLANK,NA,NA,NA,NA,NA,NA
276,26-July-2024 (Day 11)/TG10-01136-2024-07-26T111800_33,-49386.52865,1.228364145,3.34410625767698e-68,1228.579719,0.018160994,1.50714495686344e-23,7/26/24,111800,33,11H 18M 0S,31.17,766.5,160,27.8,NA,NA,35-20-35,NA,NA,NA,NA,NA,NA
277,29-July-2024-1h_WETUP/TG10-01136-2024-07-29T125700_01,3963.660026,-0.073088391,2.55414658260571e-14,18789.9114,-0.35944138,1.09306519781106e-35,7/29/24,125700,01,12H 57M 0S,32.59,766,160,27.8,NA,NA,NA,25-90,NA,NA,NA,NA,NA
278,29-July-2024-1h_WETUP/TG10-01136-2024-07-29T130100_02,-2973.991806,0.074688604,1.23988949310696e-91,1780.036898,0.004005571,1.3282760214517e-26,7/29/24,130100,02,13H 1M 0S,32.59,766,160,27.8,NA,NA,NA,25-90,NA,NA,NA,NA,NA
279,29-July-2024-1h_WETUP/TG10-01136-2024-07-29T130500_03,-2397.718273,0.062167292,1.52003535851907e-85,1797.892249,0.003722412,3.12938194010377e-23,7/29/24,130500,03,13H 5M 0S,32.59,766,160,27.8,NA,NA,NA,25-90,NA,NA,NA,NA,NA
280,29-July-2024-1h_WETUP/TG10-01136-2024-07-29T130800_07,-2687.147704,0.06848468,5.84779712983921e-48,1727.266994,0.005258568,4.62916138994408e-16,7/29/24,130800,07,13H 8M 0S,32.59,766,160,27.8,NA,NA,NA,25-50,NA,NA,NA,NA,NA
281,29-July-2024-1h_WETUP/TG10-01136-2024-07-29T131100_08,-2216.352819,0.057490548,1.20507990110269e-69,1764.19128,0.004254001,6.76689632883054e-26,7/29/24,131100,08,13H 11M 0S,32.59,766,160,27.8,NA,NA,NA,25-50,NA,NA,NA,NA,NA
282,29-July-2024-1h_WETUP/TG10-01136-2024-07-29T131400_09,-1509.124068,0.04463317,5.57913527519281e-63,1827.073814,0.003410209,1.95865750220687e-16,7/29/24,131400,09,13H 14M 0S,32.59,766,160,27.8,NA,NA,NA,25-50,NA,NA,NA,NA,NA
283,29-July-2024-1h_WETUP/TG10-01136-2024-07-29T131800_13,-5195.938683,0.119815852,6.63325241667154e-172,1710.551921,0.005378409,6.22631009729412e-109,7/29/24,131800,13,13H 18M 0S,32.59,766,160,27.8,NA,NA,NA,25-20,NA,NA,NA,NA,NA
284,29-July-2024-1h_WETUP/TG10-01136-2024-07-29T132300_14,-4794.908837,0.110833657,3.95274320973299e-91,1771.306529,0.004219304,6.1092806585107e-32,7/29/24,132300,14,13H 23M 0S,32.59,766,160,27.8,NA,NA,NA,25-20,NA,NA,NA,NA,NA
285,29-July-2024-1h_WETUP/TG10-01136-2024-07-29T132800_15,-5104.405844,0.116059831,1.50518142827254e-94,1701.001447,0.005574597,3.38919238879053e-36,7/29/24,132800,15,13H 28M 0S,32.59,766,160,27.8,NA,NA,NA,25-20,NA,NA,NA,NA,NA
